-D4J ID:JacksonDatabind-2; Mega ID:1/29e7cbfb381b61643426545ee8ea7c23aab3fea8.diff.xz; Overlap File:src/main/java/com/fasterxml/jackson/databind/util/TokenBuffer.java
-D4J ID:Mockito-4; Mega ID:2/20d2ba63c5e0f7d48764839f65f971ed9881b84d.diff.xz; Overlap File:src/org/mockito/exceptions/Reporter.java
+D4J ID:Math-87; Mega ID:2/8cd536c73f6466883ac4ba59ea06c463b796d126.diff.xz; Overlap File:src/java/org/apache/commons/math/optimization/linear/SimplexTableau.java
-D4J ID:Math-88; Mega ID:2/8cd536c73f6466883ac4ba59ea06c463b796d126.diff.xz; Overlap File:src/java/org/apache/commons/math/optimization/linear/SimplexTableau.java
+D4J ID:Math-64; Mega ID:2/f62b589b10d3bd94ab24006c70ae5d86ec9bd3fb.diff.xz; Overlap File:src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java
-D4J ID:Math-68; Mega ID:2/f62b589b10d3bd94ab24006c70ae5d86ec9bd3fb.diff.xz; Overlap File:src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java
-D4J ID:Closure-85; Mega ID:2/c32e1dc6931a3d6f1d1a2d5921fc64b2188ae319.diff.xz; Overlap File:src/com/google/javascript/jscomp/UnreachableCodeElimination.java
+D4J ID:Closure-127; Mega ID:2/c32e1dc6931a3d6f1d1a2d5921fc64b2188ae319.diff.xz; Overlap File:src/com/google/javascript/jscomp/UnreachableCodeElimination.java
-D4J ID:Math-44; Mega ID:2/73d32c1fd118f14d5d76423a8df9f8e076688f27.diff.xz; Overlap File:src/main/java/org/apache/commons/math/ode/AbstractIntegrator.java
+D4J ID:Math-54; Mega ID:2/86d92c9994adc66abd9c3e4de93394a59e79357b.diff.xz; Overlap File:src/main/java/org/apache/commons/math/dfp/Dfp.java
+D4J ID:JxPath-21; Mega ID:2/4c6beac38fe605d651cf42b08c4b22f06492193a.diff.xz; Overlap File:src/java/org/apache/commons/jxpath/ri/model/beans/PropertyPointer.java
-D4J ID:Closure-10; Mega ID:2/6fd56cd3dd3880aa7676d4aac95bec82d5d630c5.diff.xz; Overlap File:src/com/google/javascript/jscomp/NodeUtil.java
-D4J ID:Closure-60; Mega ID:2/6fd56cd3dd3880aa7676d4aac95bec82d5d630c5.diff.xz; Overlap File:src/com/google/javascript/jscomp/NodeUtil.java
-D4J ID:Closure-61; Mega ID:2/6fd56cd3dd3880aa7676d4aac95bec82d5d630c5.diff.xz; Overlap File:src/com/google/javascript/jscomp/NodeUtil.java
-D4J ID:Closure-75; Mega ID:2/6fd56cd3dd3880aa7676d4aac95bec82d5d630c5.diff.xz; Overlap File:src/com/google/javascript/jscomp/NodeUtil.java
-D4J ID:Closure-80; Mega ID:2/6fd56cd3dd3880aa7676d4aac95bec82d5d630c5.diff.xz; Overlap File:src/com/google/javascript/jscomp/NodeUtil.java
+D4J ID:Closure-86; Mega ID:2/6fd56cd3dd3880aa7676d4aac95bec82d5d630c5.diff.xz; Overlap File:src/com/google/javascript/jscomp/NodeUtil.java
-D4J ID:Closure-94; Mega ID:2/6fd56cd3dd3880aa7676d4aac95bec82d5d630c5.diff.xz; Overlap File:src/com/google/javascript/jscomp/NodeUtil.java
-D4J ID:Closure-158; Mega ID:2/5ed808368a40e97516a1111d77b87cf4a30b186a.diff.xz; Overlap File:src/com/google/javascript/jscomp/DiagnosticGroups.java
-D4J ID:Mockito-4; Mega ID:2/7fbc683a47a6c820c09f260c5fac884645c82a98.diff.xz; Overlap File:src/org/mockito/exceptions/Reporter.java
-D4J ID:Closure-85; Mega ID:2/5590e0e027f3f599e179571875c51ec2a9c281b0.diff.xz; Overlap File:src/com/google/javascript/jscomp/UnreachableCodeElimination.java
+D4J ID:Closure-127; Mega ID:2/5590e0e027f3f599e179571875c51ec2a9c281b0.diff.xz; Overlap File:src/com/google/javascript/jscomp/UnreachableCodeElimination.java
-D4J ID:Codec-2; Mega ID:2/0abbd912f1775a645ea338783b63728ab2a903ea.diff.xz; Overlap File:src/java/org/apache/commons/codec/binary/Base64.java
-D4J ID:Codec-4; Mega ID:2/0abbd912f1775a645ea338783b63728ab2a903ea.diff.xz; Overlap File:src/java/org/apache/commons/codec/binary/Base64.java
-D4J ID:Codec-5; Mega ID:2/0abbd912f1775a645ea338783b63728ab2a903ea.diff.xz; Overlap File:src/java/org/apache/commons/codec/binary/Base64.java
-D4J ID:Codec-7; Mega ID:2/0abbd912f1775a645ea338783b63728ab2a903ea.diff.xz; Overlap File:src/java/org/apache/commons/codec/binary/Base64.java
+D4J ID:Codec-9; Mega ID:2/0abbd912f1775a645ea338783b63728ab2a903ea.diff.xz; Overlap File:src/java/org/apache/commons/codec/binary/Base64.java
+D4J ID:Math-54; Mega ID:2/d9e166919799da84dad85c844bfb61f85310778b.diff.xz; Overlap File:src/main/java/org/apache/commons/math/dfp/Dfp.java
-D4J ID:Closure-104; Mega ID:2/c9b771aacfff102dbe74244f8b48eebcfe5278e2.diff.xz; Overlap File:src/com/google/javascript/rhino/jstype/UnionType.java
-D4J ID:Closure-169; Mega ID:2/c9b771aacfff102dbe74244f8b48eebcfe5278e2.diff.xz; Overlap File:src/com/google/javascript/rhino/jstype/UnionType.java
+D4J ID:JacksonXml-2; Mega ID:2/2dfbd8ca68ca640c5823bcc5b7e6145703fecca4.diff.xz; Overlap File:src/main/java/com/fasterxml/jackson/dataformat/xml/deser/XmlTokenStream.java
-D4J ID:Mockito-6; Mega ID:2/87aae9bf3de8ac0624c02af07a848bc0ad5b39df.diff.xz; Overlap File:src/org/mockito/Matchers.java
-D4J ID:Mockito-35; Mega ID:2/87aae9bf3de8ac0624c02af07a848bc0ad5b39df.diff.xz; Overlap File:src/org/mockito/Matchers.java
-D4J ID:Closure-106; Mega ID:2/56bb9d220de41d99589d6d03d3c8a67d4c3833b7.diff.xz; Overlap File:src/com/google/javascript/rhino/JSDocInfoBuilder.java
-D4J ID:JacksonDatabind-14; Mega ID:2/c548e26ab40cd13d940de131a8a8f1dc8bbb7705.diff.xz; Overlap File:src/main/java/com/fasterxml/jackson/databind/ObjectReader.java
+D4J ID:JacksonDatabind-57; Mega ID:2/c548e26ab40cd13d940de131a8a8f1dc8bbb7705.diff.xz; Overlap File:src/main/java/com/fasterxml/jackson/databind/ObjectReader.java
-D4J ID:JacksonDatabind-108; Mega ID:2/c548e26ab40cd13d940de131a8a8f1dc8bbb7705.diff.xz; Overlap File:src/main/java/com/fasterxml/jackson/databind/ObjectReader.java
+D4J ID:Gson-10; Mega ID:2/7d3df98bed19acb5605a5fac521b8e765f687ab8.diff.xz; Overlap File:gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java
-D4J ID:Math-92; Mega ID:2/7ff6d072ece0452874aa2ceeb94eba7305e02cf0.diff.xz; Overlap File:src/java/org/apache/commons/math/util/MathUtils.java
-D4J ID:Math-93; Mega ID:2/7ff6d072ece0452874aa2ceeb94eba7305e02cf0.diff.xz; Overlap File:src/java/org/apache/commons/math/util/MathUtils.java
-D4J ID:Math-94; Mega ID:2/7ff6d072ece0452874aa2ceeb94eba7305e02cf0.diff.xz; Overlap File:src/java/org/apache/commons/math/util/MathUtils.java
-D4J ID:Math-99; Mega ID:2/7ff6d072ece0452874aa2ceeb94eba7305e02cf0.diff.xz; Overlap File:src/java/org/apache/commons/math/util/MathUtils.java
-D4J ID:Closure-10; Mega ID:2/e97b1b4b24e2e1191033a59e3f303945e302065c.diff.xz; Overlap File:src/com/google/javascript/jscomp/NodeUtil.java
-D4J ID:Closure-60; Mega ID:2/e97b1b4b24e2e1191033a59e3f303945e302065c.diff.xz; Overlap File:src/com/google/javascript/jscomp/NodeUtil.java
-D4J ID:Closure-61; Mega ID:2/e97b1b4b24e2e1191033a59e3f303945e302065c.diff.xz; Overlap File:src/com/google/javascript/jscomp/NodeUtil.java
-D4J ID:Closure-75; Mega ID:2/e97b1b4b24e2e1191033a59e3f303945e302065c.diff.xz; Overlap File:src/com/google/javascript/jscomp/NodeUtil.java
-D4J ID:Closure-80; Mega ID:2/e97b1b4b24e2e1191033a59e3f303945e302065c.diff.xz; Overlap File:src/com/google/javascript/jscomp/NodeUtil.java
-D4J ID:Closure-86; Mega ID:2/e97b1b4b24e2e1191033a59e3f303945e302065c.diff.xz; Overlap File:src/com/google/javascript/jscomp/NodeUtil.java
-D4J ID:Closure-94; Mega ID:2/e97b1b4b24e2e1191033a59e3f303945e302065c.diff.xz; Overlap File:src/com/google/javascript/jscomp/NodeUtil.java
-D4J ID:Closure-104; Mega ID:2/d463f1d1fd14ad5e3f05e3b4c3fe73877c597a1a.diff.xz; Overlap File:src/com/google/javascript/rhino/jstype/UnionType.java
-D4J ID:Closure-169; Mega ID:2/d463f1d1fd14ad5e3f05e3b4c3fe73877c597a1a.diff.xz; Overlap File:src/com/google/javascript/rhino/jstype/UnionType.java
-D4J ID:Closure-106; Mega ID:2/f51995f553726a60adbe9bea7e83564e9688ce21.diff.xz; Overlap File:src/com/google/javascript/rhino/JSDocInfoBuilder.java
+D4J ID:Math-63; Mega ID:2/78b3cfa45ce6d92e9915b076ca41c12dcd5a1f63.diff.xz; Overlap File:src/main/java/org/apache/commons/math/util/MathUtils.java
+D4J ID:Math-79; Mega ID:2/78b3cfa45ce6d92e9915b076ca41c12dcd5a1f63.diff.xz; Overlap File:src/main/java/org/apache/commons/math/util/MathUtils.java
-D4J ID:Closure-106; Mega ID:2/651f77e2186282317bd51072ec90b499d30ade53.diff.xz; Overlap File:src/com/google/javascript/rhino/JSDocInfoBuilder.java
-D4J ID:Closure-110; Mega ID:2/caa5796091edb8e70231e815f9df14a36ba592a1.diff.xz; Overlap File:src/com/google/javascript/rhino/Node.java
-D4J ID:JacksonDatabind-17; Mega ID:2/dd0e3e419e1993fe7392bf4c0cd9119aac40658c.diff.xz; Overlap File:src/main/java/com/fasterxml/jackson/databind/ObjectMapper.java
-D4J ID:Closure-10; Mega ID:2/37f5a23384b4346eda03ca8bded9daad0a8d27d8.diff.xz; Overlap File:src/com/google/javascript/jscomp/NodeUtil.java
-D4J ID:Closure-60; Mega ID:2/37f5a23384b4346eda03ca8bded9daad0a8d27d8.diff.xz; Overlap File:src/com/google/javascript/jscomp/NodeUtil.java
-D4J ID:Closure-61; Mega ID:2/37f5a23384b4346eda03ca8bded9daad0a8d27d8.diff.xz; Overlap File:src/com/google/javascript/jscomp/NodeUtil.java
-D4J ID:Closure-75; Mega ID:2/37f5a23384b4346eda03ca8bded9daad0a8d27d8.diff.xz; Overlap File:src/com/google/javascript/jscomp/NodeUtil.java
-D4J ID:Closure-80; Mega ID:2/37f5a23384b4346eda03ca8bded9daad0a8d27d8.diff.xz; Overlap File:src/com/google/javascript/jscomp/NodeUtil.java
-D4J ID:Closure-86; Mega ID:2/37f5a23384b4346eda03ca8bded9daad0a8d27d8.diff.xz; Overlap File:src/com/google/javascript/jscomp/NodeUtil.java
-D4J ID:Closure-94; Mega ID:2/37f5a23384b4346eda03ca8bded9daad0a8d27d8.diff.xz; Overlap File:src/com/google/javascript/jscomp/NodeUtil.java
+D4J ID:Math-92; Mega ID:2/830e82333b97fa884f13127380bf725884c78481.diff.xz; Overlap File:src/java/org/apache/commons/math/util/MathUtils.java
+D4J ID:Math-93; Mega ID:2/830e82333b97fa884f13127380bf725884c78481.diff.xz; Overlap File:src/java/org/apache/commons/math/util/MathUtils.java
+D4J ID:Math-94; Mega ID:2/830e82333b97fa884f13127380bf725884c78481.diff.xz; Overlap File:src/java/org/apache/commons/math/util/MathUtils.java
+D4J ID:Math-99; Mega ID:2/830e82333b97fa884f13127380bf725884c78481.diff.xz; Overlap File:src/java/org/apache/commons/math/util/MathUtils.java
-D4J ID:Math-59; Mega ID:2/1b989ad91b864f07366ba737f8f05dcd84aec185.diff.xz; Overlap File:src/main/java/org/apache/commons/math/util/FastMath.java
+D4J ID:JacksonDatabind-10; Mega ID:2/982ea7a33427d0741b009cf47f42ecd9ebd241dc.diff.xz; Overlap File:src/main/java/com/fasterxml/jackson/databind/ser/BeanSerializerFactory.java
+D4J ID:JacksonDatabind-22; Mega ID:2/982ea7a33427d0741b009cf47f42ecd9ebd241dc.diff.xz; Overlap File:src/main/java/com/fasterxml/jackson/databind/ser/BeanSerializerFactory.java
-D4J ID:JacksonDatabind-68; Mega ID:2/e16f81fb21d9bc1e18296676c108f555e4c8cafd.diff.xz; Overlap File:src/main/java/com/fasterxml/jackson/databind/deser/BeanDeserializerBase.java
-D4J ID:Closure-25; Mega ID:2/1862a48a48fdcb16d51497e3cf94d88442071f5e.diff.xz; Overlap File:src/com/google/javascript/jscomp/TypeInference.java
-D4J ID:Closure-35; Mega ID:2/1862a48a48fdcb16d51497e3cf94d88442071f5e.diff.xz; Overlap File:src/com/google/javascript/jscomp/TypeInference.java
+D4J ID:Closure-112; Mega ID:2/1862a48a48fdcb16d51497e3cf94d88442071f5e.diff.xz; Overlap File:src/com/google/javascript/jscomp/TypeInference.java
-D4J ID:Closure-138; Mega ID:2/1862a48a48fdcb16d51497e3cf94d88442071f5e.diff.xz; Overlap File:src/com/google/javascript/jscomp/TypeInference.java
+D4J ID:Closure-176; Mega ID:2/1862a48a48fdcb16d51497e3cf94d88442071f5e.diff.xz; Overlap File:src/com/google/javascript/jscomp/TypeInference.java
-D4J ID:Closure-18; Mega ID:2/12fd8481f02c292b38bf54dc7a9cd7a37fd1aeb7.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
-D4J ID:Closure-31; Mega ID:2/12fd8481f02c292b38bf54dc7a9cd7a37fd1aeb7.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
-D4J ID:Closure-59; Mega ID:2/12fd8481f02c292b38bf54dc7a9cd7a37fd1aeb7.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
-D4J ID:Closure-64; Mega ID:2/12fd8481f02c292b38bf54dc7a9cd7a37fd1aeb7.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
-D4J ID:Closure-140; Mega ID:2/12fd8481f02c292b38bf54dc7a9cd7a37fd1aeb7.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
+D4J ID:Closure-160; Mega ID:2/12fd8481f02c292b38bf54dc7a9cd7a37fd1aeb7.diff.xz; Overlap File:src/com/google/javascript/jscomp/Compiler.java
-D4J ID:Codec-12; Mega ID:2/e04ddcf7426d617036064e9b99d824eb4201d470.diff.xz; Overlap File:src/main/java/org/apache/commons/codec/binary/BaseNCodecInputStream.java
-D4J ID:Closure-85; Mega ID:2/97298c5da3f91ddc064fe3131d05ca6cb89fbee7.diff.xz; Overlap File:src/com/google/javascript/jscomp/UnreachableCodeElimination.java
+D4J ID:Closure-127; Mega ID:2/97298c5da3f91ddc064fe3131d05ca6cb89fbee7.diff.xz; Overlap File:src/com/google/javascript/jscomp/UnreachableCodeElimination.java
-D4J ID:Closure-79; Mega ID:2/aff7bec2e3a792b8c08c7d34c4f43f1f4b59ebff.diff.xz; Overlap File:src/com/google/javascript/jscomp/VarCheck.java
-D4J ID:Math-89; Mega ID:2/4da6ec874c1c142279f035d01e0666f708562060.diff.xz; Overlap File:src/java/org/apache/commons/math/stat/Frequency.java
-D4J ID:Math-90; Mega ID:2/4da6ec874c1c142279f035d01e0666f708562060.diff.xz; Overlap File:src/java/org/apache/commons/math/stat/Frequency.java
+D4J ID:Gson-7; Mega ID:2/b58d74c6b5f6eb3478990f604a6a76f9ef2b4fb3.diff.xz; Overlap File:gson/src/main/java/com/google/gson/stream/JsonReader.java
-D4J ID:Gson-13; Mega ID:2/b58d74c6b5f6eb3478990f604a6a76f9ef2b4fb3.diff.xz; Overlap File:gson/src/main/java/com/google/gson/stream/JsonReader.java
-D4J ID:Closure-85; Mega ID:2/c2f77bb901ae3ba6bc16bf5cfe61d0a4b00371a2.diff.xz; Overlap File:src/com/google/javascript/jscomp/UnreachableCodeElimination.java
+D4J ID:Closure-127; Mega ID:2/c2f77bb901ae3ba6bc16bf5cfe61d0a4b00371a2.diff.xz; Overlap File:src/com/google/javascript/jscomp/UnreachableCodeElimination.java
-D4J ID:Closure-106; Mega ID:2/7eaf2c71d2b54ef43c8403fece55fb67d6af5ee7.diff.xz; Overlap File:src/com/google/javascript/rhino/JSDocInfoBuilder.java
-D4J ID:Closure-158; Mega ID:2/c0e4d8a637f0b09b9fa6bdccd98247e92708ebad.diff.xz; Overlap File:src/com/google/javascript/jscomp/DiagnosticGroups.java
-D4J ID:Closure-149; Mega ID:2/358665e7f31fd662e53ed7abb18238786b8648b2.diff.xz; Overlap File:src/com/google/javascript/jscomp/CompilerOptions.java
-D4J ID:Math-33; Mega ID:3/22ee0f157471d8061f066ead5c8f95d8c6624106.diff.xz; Overlap File:src/main/java/org/apache/commons/math3/optimization/linear/SimplexTableau.java
-D4J ID:Closure-110; Mega ID:3/7078f435a2b4b53660b5bc5339820390fb177e67.diff.xz; Overlap File:src/com/google/javascript/rhino/Node.java
-D4J ID:JacksonXml-6; Mega ID:3/9913eeefc51dd49e98f829b6d6cff7f443bc6036.diff.xz; Overlap File:src/main/java/com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator.java
+D4J ID:Math-38; Mega ID:3/2d16a3940157cd66810c8e98c2d4e69bea862789.diff.xz; Overlap File:src/main/java/org/apache/commons/math/optimization/direct/BOBYQAOptimizer.java
-D4J ID:Closure-110; Mega ID:3/0896e34538e65fac1953d8291b0f3c145e1f61fd.diff.xz; Overlap File:src/com/google/javascript/rhino/Node.java
-D4J ID:JacksonDatabind-58; Mega ID:3/86e513387716012f58d193c5e5b2bbe1e456baf3.diff.xz; Overlap File:src/main/java/com/fasterxml/jackson/databind/deser/BeanDeserializerFactory.java
+D4J ID:JacksonDatabind-77; Mega ID:3/86e513387716012f58d193c5e5b2bbe1e456baf3.diff.xz; Overlap File:src/main/java/com/fasterxml/jackson/databind/deser/BeanDeserializerFactory.java
+D4J ID:JacksonDatabind-78; Mega ID:3/86e513387716012f58d193c5e5b2bbe1e456baf3.diff.xz; Overlap File:src/main/java/com/fasterxml/jackson/databind/deser/BeanDeserializerFactory.java
-D4J ID:JacksonDatabind-82; Mega ID:3/86e513387716012f58d193c5e5b2bbe1e456baf3.diff.xz; Overlap File:src/main/java/com/fasterxml/jackson/databind/deser/BeanDeserializerFactory.java
-D4J ID:JacksonDatabind-89; Mega ID:3/86e513387716012f58d193c5e5b2bbe1e456baf3.diff.xz; Overlap File:src/main/java/com/fasterxml/jackson/databind/deser/BeanDeserializerFactory.java
-D4J ID:JacksonDatabind-92; Mega ID:3/86e513387716012f58d193c5e5b2bbe1e456baf3.diff.xz; Overlap File:src/main/java/com/fasterxml/jackson/databind/deser/BeanDeserializerFactory.java
+D4J ID:Math-42; Mega ID:3/4812d094678a68b01a68d459523fb79a5c2f3da6.diff.xz; Overlap File:src/main/java/org/apache/commons/math/optimization/linear/SimplexTableau.java
+D4J ID:Math-83; Mega ID:3/4812d094678a68b01a68d459523fb79a5c2f3da6.diff.xz; Overlap File:src/main/java/org/apache/commons/math/optimization/linear/SimplexTableau.java
